Ground Truth File,Predicted File,Mean Total Length Error,Mean Scheduling Order Error
103_results_output.csv,103_results_output.csv,0.2256478919012149,0.27195421139252696
64_results_output.csv,64_results_output.csv,0.2114236819574565,0.07106254334098827
84_results_output.csv,84_results_output.csv,0.12766370692709675,0.18199479336334146
101_results_output.csv,101_results_output.csv,0.23856004611381362,0.1732795620054846
176_results_output.csv,176_results_output.csv,0.40488328828848125,0.31672552981539703
67_results_output.csv,67_results_output.csv,0.01148569251326023,0.029529682937702445
206_results_output.csv,206_results_output.csv,0.14392218031224502,0.16676306459560994
199_results_output.csv,199_results_output.csv,0.2287105572692946,0.09158301191478338
220_results_output.csv,220_results_output.csv,0.21516214438030595,0.2264395619738266
191_results_output.csv,191_results_output.csv,0.2012507208813965,0.14453963667150008
202_results_output.csv,202_results_output.csv,0.13932240101686486,0.14796331046533237
200_results_output.csv,200_results_output.csv,0.3139868106744757,0.09780505664521054
222_results_output.csv,222_results_output.csv,0.33199349111476006,0.2370362017185585
217_results_output.csv,217_results_output.csv,0.20064138283372265,0.055148126896038804
213_results_output.csv,213_results_output.csv,0.2054765101333545,0.11774614731972413
223_results_output.csv,223_results_output.csv,0.2149730179929581,0.03424514853759316
